f_property_type,f_room_type,f_room_type2,usd_price_day,p_host_response_rate,n_accommodates,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_host_total_listings_count,n_days_since,d_dedicatedworkspace,d_washer,d_microwave,d_smokealarm,d_essentials,d_dryer,d_hotwater,d_hangers,d_iron,d_airconditioning,d_hairdryer,d_bedlinens,d_lockbox,d_breakfast,d_cookingbasics,d_dishwasher,d_fireextinguisher,d_privateentrance,d_keypad,d_ethernetconnection,d_bathroomessentials,d_bedroomcomforts,d_pool,d_beachessentials,d_windowguards,d_highchair,d_outletcovers,d_babybath,d_bakingsheet,d_crib,d_elevator,d_lakeaccess,d_showergel,d_smartlock,d_gym,d_ricemaker,d_babysitterrecommendations,d_indoorfireplace,d_evcharger,d_fireplaceguards,d_gameconsole,d_buildingstaff,d_beachfront,d_bodysoap,d_ceilingfan,d_freezer,d_portablefans,d_petsallowed,d_waterfront,d_laundromatnearby,d_smokingallowed,d_outdoorshower,d_outdoorfurniture,d_diningtable,d_wineglasses,d_changingtable,d_babymonitor,d_portableheater,d_minifridge,d_cleaningproducts,d_soundsystem,d_recordplayer,d_clothingstorage,d_piano,d_trashcompactor,d_pooltoys,d_boardgames,d_safe,d_bidet,d_mosquitonet,d_firepit,d_refrigerator_agg,d_tv_agg,d_stove_agg,d_shampoo_agg,d_conditioner_agg,d_wifi_agg,d_tub_agg,d_oven_agg,d_kitchen_agg,d_heating_agg,d_coffee_maker,d_bread_maker,d_barbecue_tool,d_host_is_superhost,d_host_has_profile_pic,d_host_identity_verified,d_has_availability,d_instant_bookable,price,id,neighbourhood_cleansed,room_type,property_type
Entire_apt,Entire home/apt,Entire/Apt,65,83,4,1,2,90,229,4.32,30,1,1589,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,65,14672970,Mar Vista,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,60,NA,4,NA,1,81,68,1.28,31,66,1592,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,60,14673058,Downtown,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,66,NA,4,NA,2,84,89,1.68,31,66,1588,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,66,14673334,Downtown,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,144,100,2,1,1,98,26,0.49,30,1,1580,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,144,14694629,Sawtelle,Entire home/apt,Entire_apt
Room_apt,Private room,Private,119,100,2,1,1,96,120,2.26,1,1,1591,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,119,14712215,Santa Monica,Private room,Room_apt
Room_apt,Private room,Private,45,NA,2,1,2,93,9,0.17,30,8,1582,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,45,14713607,Venice,Private room,Room_apt
Room_apt,Private room,Private,81,NA,2,1,1,96,47,1.08,30,1,1300,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,81,14728936,Sawtelle,Private room,Room_apt
Entire_apt,Entire home/apt,Entire/Apt,106,NA,5,NA,2,88,24,0.45,30,1,1582,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,106,14731268,Studio City,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,89,96,4,1,1,100,6,0.14,31,5,1315,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,89,14738636,Pasadena,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,204,100,2,2,4,99,34,0.65,30,2,1578,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,204,14760548,Silver Lake,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,85,NA,4,1,2,92,47,0.89,30,1,1577,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,85,14763147,Hollywood Hills,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,100,NA,4,1,2,92,6,0.11,1,1,1587,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,100,14785591,Redondo Beach,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,115,100,4,NA,3,97,51,0.98,30,6,1566,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,115,14800291,Sherman Oaks,Entire home/apt,Entire_apt
Room_apt,Private room,Private,60,NA,2,1,2,NA,0,NA,30,8,NA,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,60,14805713,Sawtelle,Private room,Room_apt
Entire_apt,Entire home/apt,Entire/Apt,150,NA,3,1,2,98,9,0.17,1,2,1574,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,150,14807208,Redondo Beach,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,90,NA,3,1,1,98,9,0.47,30,1,574,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,90,14810090,Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,120,100,2,1,1,94,48,0.93,2,1,1549,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,120,14812838,Santa Monica,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,130,100,4,2,2,96,163,3.09,30,6,1580,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,130,14819908,Atwater Village,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,140,90,2,1,1,75,4,0.08,31,23,1508,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,140,14822452,Santa Monica,Entire home/apt,Entire_apt
Room_apt,Private room,Private,58,NA,2,1,1,96,9,0.18,30,2,1483,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,58,14824835,Palms,Private room,Room_apt
Entire_apt,Entire home/apt,Entire/Apt,80,NA,2,1,1,94,22,0.42,30,1,1552,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,80,14827362,East Hollywood,Entire home/apt,Entire_apt
Room_apt,Private room,Private,650,NA,4,1,1,100,2,0.04,1,1,1569,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,650,14827682,Long Beach,Private room,Room_apt
Entire_apt,Entire home/apt,Entire/Apt,83,100,4,2,3,98,13,0.28,31,37,1405,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,83,14828008,Venice,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,80,100,2,NA,1,98,12,0.24,31,37,1494,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,80,14828108,Venice,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,95,100,4,1,2,92,12,0.26,31,37,1406,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,95,14828329,Venice,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,97,100,4,1,2,95,12,0.25,31,37,1463,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,97,14828388,Venice,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,93,NA,4,1,2,100,1,0.02,2,4,1570,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,93,14839927,Rowland Heights,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,109,NA,2,NA,1,100,80,1.66,30,1,1441,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,109,14845779,Leimert Park,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,80,100,4,1,1,93,16,0.46,30,2,1049,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,80,14852492,Hollywood Hills,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,300,100,6,2,2,100,7,0.14,31,36,1454,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,300,14854197,Beverly Hills,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,127,50,2,1,1,97,7,0.13,30,1,1577,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,127,14860469,Santa Monica,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,119,100,4,2,2,95,56,1.06,30,20,1581,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,119,14870550,Mid-City,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,233,100,6,2,4,93,87,1.75,31,1,1489,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,233,14886269,Mid-Wilshire,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,140,100,3,1,1,95,22,0.45,30,5,1478,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,140,14887791,Echo Park,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,500,NA,4,2,1,NA,0,NA,30,1,NA,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,500,14890807,Sherman Oaks,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,89,NA,2,1,1,90,45,0.86,99,1,1569,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,89,14902058,Downtown,Entire home/apt,Entire_apt
Room_apt,Private room,Private,54,NA,2,1,1,95,5,0.1,30,1,1552,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,54,14916429,Mar Vista,Private room,Room_apt
Entire_apt,Entire home/apt,Entire/Apt,199,100,2,1,1,96,47,0.9,31,36,1567,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,199,14920523,Studio City,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,85,NA,3,1,2,NA,1,0.02,30,1,1204,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,85,14929671,North Hollywood,Entire home/apt,Entire_apt
Room_apt,Private room,Private,50,NA,2,1,1,93,6,0.12,30,1,1492,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,50,14933982,Harvard Heights,Private room,Room_apt
Room_apt,Private room,Private,85,NA,2,1,1,NA,0,NA,30,1,NA,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,85,14934883,Palms,Private room,Room_apt
Entire_apt,Entire home/apt,Entire/Apt,183,100,2,1,1,99,42,0.81,30,0,1560,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,183,14946585,Sawtelle,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,90,NA,2,NA,1,95,4,0.08,3,1,1568,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,90,14947793,Long Beach,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,98,100,4,NA,0,98,183,3.51,30,1,1564,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,98,14953254,Los Feliz,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,144,100,2,1,1,97,202,4.01,2,2,1511,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,144,14962291,Beverly Hills,Entire home/apt,Entire_apt
Room_apt,Private room,Private,49,100,2,1,1,99,50,0.95,30,1,1576,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,49,14982094,Brentwood,Private room,Room_apt
Entire_apt,Entire home/apt,Entire/Apt,149,100,2,1,1,99,215,4.11,2,3,1570,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,149,14990061,Topanga,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,90,100,4,1,2,94,23,0.44,30,2,1577,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,90,14993819,Hollywood Hills,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,69,100,2,NA,1,89,282,5.47,4,13,1547,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,69,15023760,Koreatown,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,195,100,3,1,0,95,51,0.98,3,2,1563,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,195,15025391,Sawtelle,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,149,78,2,1,1,98,13,0.58,30,1,667,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,149,15026675,Los Feliz,Entire home/apt,Entire_apt
Room_apt,Private room,Private,500,NA,2,1,1,100,4,0.08,30,1,1568,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,500,15029696,Westlake,Private room,Room_apt
